description,amount,direction,source_category,budget_category,merchant,merchant_seen_in_training
[debit] POS DEBIT BOOKING.COM E82HPK,1199.06,debit,Travel,Transportation,BOOKING.COM,True
[debit] POS DEBIT CARIBOU COFFEE B731H5,14.81,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] POS DEBIT WALMART SUPERCENTER 9K54F8,93.34,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] SQ *CHIPOTLE DENVER CO,49.26,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] SPECTRUM DES:DEPOSIT ID:2U2Q84W3GL INDN:CARDHOLDER,25.21,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] QUEST DIAGNOSTICS INDIANAPOLIS IN,44.87,debit,Healthcare,Health & Wellness,QUEST DIAGNOSTICS,True
[debit] POS DEBIT EDX INC YW6NJ6,1600.48,debit,Education,Bills & Housing,EDX INC,True
[debit] PURCHASE COINBASE TRANSFER COLUMBUS OHUS,725.7,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[credit] IRS TREAS 310 TAX REF DES:DEPOSIT ID:PNBEZURQU5 INDN:CARDHOLDER,2139.7,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] SAMS CLUB #2307 COLUMBUS OH,12.31,debit,Groceries,Food & Drink,SAMS CLUB,True
[credit] STRIPE TRANSFER DES:DIRECT DEP ID:S629VK8BLZ INDN:CARDHOLDER,1195.26,credit,Income,Income,STRIPE TRANSFER,True
[debit] PURCHASE VENMO CASHOUT DENVER COUS,128.14,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[debit] PURCHASE VERIZON WIRELESS INDIANAPOLIS INUS,184.42,debit,Utilities,Bills & Housing,VERIZON WIRELESS,True
[debit] GITHUB INC SEATTLE WA,14.66,debit,Subscriptions,Entertainment,GITHUB INC,True
[debit] OPENAI CHATGPT SUB DES:PAYMENT ID:2SNNWXNVNN INDN:CARDHOLDER,43.5,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] CASEYS GEN STORE*X56WBD,26.94,debit,Gas,Transportation,CASEYS GEN STORE,True
[credit] BOOKING.COM #6976 AUSTIN TX,1170.12,credit,Travel,Transportation,BOOKING.COM,True
[debit] POS DEBIT SQ *LUMINARY BAKERY EHJNK4,9.78,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[credit] PURCHASE ETSY PAYOUT CHICAGO ILUS,1211.31,credit,Income,Income,ETSY PAYOUT,True
[debit] PURCHASE PURDUE UNIVERSITY CHICAGO ILUS,672.56,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[credit] PURCHASE UNITED AIRLINES PHOENIX AZUS,703.32,credit,Travel,Transportation,UNITED AIRLINES,True
[debit] POS DEBIT STEAMGAMES.COM KREHTQ,37.73,debit,Entertainment,Entertainment,STEAMGAMES.COM,True
[debit] PELOTON MEMBERSHIP NASHVILLE TN,24.19,debit,Fitness,Health & Wellness,PELOTON MEMBERSHIP,True
[debit] CITY WATER WORKS DES:ACH PMT ID:6WHAUMTJWS INDN:CARDHOLDER,198.4,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] SQ *UNITED AIRLINES NASHVILLE TN,1092.83,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] POS DEBIT TST* BAR LOUIE Y521AZ,24.21,debit,Dining,Food & Drink,TST* BAR LOUIE,True
[debit] REPUBLIC SERVICES DES:DIRECT DEP ID:EHNX61FVSU INDN:CARDHOLDER,208.34,debit,Utilities,Bills & Housing,REPUBLIC SERVICES,True
[debit] COSTCO WHSE #7303 SAN FRANCISCO CA,77.51,debit,Shopping,Shopping,COSTCO WHSE,True
[debit] PURCHASE WINGSTOP AUSTIN TXUS,43.29,debit,Dining,Food & Drink,WINGSTOP,True
[debit] DATACAMP DES:PAYMENT ID:1KEPASUDU8 INDN:CARDHOLDER,302.82,debit,Education,Bills & Housing,DATACAMP,True
[debit] PURCHASE GITHUB INC NASHVILLE TNUS,56.87,debit,Subscriptions,Entertainment,GITHUB INC,True
[debit] WAWA AUSTIN TX,26.92,debit,Gas,Transportation,WAWA,True
[credit] SQ *REGAL CINEMAS NASHVILLE TN,157.33,credit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] PAYPAL *APPLE.COM/BILL,319.62,debit,Shopping,Shopping,APPLE.COM/BILL,True
[debit] SPOTHERO INDIANAPOLIS IN,10.72,debit,Rideshare,Transportation,SPOTHERO,True
[debit] UNIV BOOKSTORE INDIANAPOLIS IN,1398.08,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[debit] POS DEBIT UDEMY LE4F0E,335.76,debit,Education,Bills & Housing,UDEMY,True
[debit] SQ *RAISING CANES NASHVILLE TN,34.41,debit,Dining,Food & Drink,RAISING CANES,True
[debit] POS DEBIT STEAMGAMES.COM UQ7MM8,145.29,debit,Entertainment,Entertainment,STEAMGAMES.COM,True
[debit] POS DEBIT FOOD LION FPL1GG,55.39,debit,Groceries,Food & Drink,FOOD LION,True
[debit] COINBASE TRANSFER #4741 PHOENIX AZ,143.74,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[credit] BOOKING.COM #5428 NASHVILLE TN,85.48,credit,Travel,Transportation,BOOKING.COM,True
[debit] EDX INC DES:DIRECT DEP ID:EVTGKBU4V1 INDN:CARDHOLDER,1540.68,debit,Education,Bills & Housing,EDX INC,True
[debit] PARKMOBILE #7106 ATLANTA GA,32.55,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] PLANET FITNESS DES:PAYMENT ID:SG4Q6GUSMH INDN:CARDHOLDER,34.35,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] BIRD RIDES WEST LAFAYETTE IN,19.75,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] POS DEBIT APPLE.COM/BILL 52R8Z8,52.66,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] POS DEBIT AT&T MOBILITY 0UE3NL,250.45,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] POS DEBIT MARRIOTT HOTELS EYZL9W,895.2,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] CITY WATER WORKS DES:ACH PMT ID:6MGWNX6CBP INDN:CARDHOLDER,51.03,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] PAYPAL *CARIBOUCOFFEE,23.45,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] POS DEBIT COURSERA INC GTUU8J,766.21,debit,Education,Bills & Housing,COURSERA INC,True
[debit] PURCHASE SWEETGREEN SEATTLE WAUS,65.13,debit,Dining,Food & Drink,SWEETGREEN,True
[debit] PURCHASE THE LODGE APTS ATLANTA GAUS,1766.13,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] STRAVA SUBSCRIPTION DES:DIRECT DEP ID:09M6A82ZCL INDN:CARDHOLDER,87.45,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] HILTON GARDEN INN*LCDEUFTT,1026.37,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] POS DEBIT APPLE CASH TRANSFER FE723W,541.63,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] WIRE TRANSFER FEE RREL,33.48,debit,Fees,Transfers & Fees,WIRE TRANSFER FEE,True
[credit] OPENAI CHATGPT SUB*ECGJUU,45.0,credit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[credit] DOORDASH DRIVER PAY DES:PAYMENT ID:RAYAFC1EGM INDN:CARDHOLDER,2532.17,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] STRAVA SUBSCRIPTION DES:ACH PMT ID:28T7M81QAH INDN:CARDHOLDER,69.93,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] UNIV BOOKSTORE DES:PAYMENT ID:WEMR7266J7 INDN:CARDHOLDER,716.7,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[debit] POS DEBIT ZOCDOC CFTJPT,173.38,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] TARGET #8549 CHICAGO IL,384.9,debit,Shopping,Shopping,TARGET,True
[debit] TST* GREYHOUSE*V7UD9CNFV,4.74,debit,Coffee,Food & Drink,TST* GREYHOUSE,True
[debit] THE LODGE APTS DES:DIRECT DEP ID:3E6ZFZSF9J INDN:CARDHOLDER,2012.02,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] PURCHASE SPOTHERO SAN FRANCISCO CAUS,19.02,debit,Rideshare,Transportation,SPOTHERO,True
[debit] POS DEBIT TARGET Z033SK,272.81,debit,Shopping,Shopping,TARGET,True
[debit] POS DEBIT QUEST DIAGNOSTICS KKSTMX,127.05,debit,Healthcare,Health & Wellness,QUEST DIAGNOSTICS,True
[debit] THE LODGE APTS DES:DEPOSIT ID:JHXV3NA8R6 INDN:CARDHOLDER,1204.74,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] PANDA EXPRESS #5110 SAN FRANCISCO CA,54.36,debit,Dining,Food & Drink,PANDA EXPRESS,True
[debit] YMCA MEMBERSHIP DES:ACH PMT ID:AS040ZXCY3 INDN:CARDHOLDER,58.15,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[credit] POS DEBIT LA FITNESS T8302R,114.39,credit,Fitness,Health & Wellness,LA FITNESS,True
[debit] POS DEBIT BIRD RIDES 0AT6T4,61.55,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] POS DEBIT AMC ONLINE BC479G,92.64,debit,Entertainment,Entertainment,AMC ONLINE,True
[debit] DISNEY PLUS*7598VY87Y5,31.58,debit,Subscriptions,Entertainment,DISNEY PLUS,True
[debit] PURCHASE DATACAMP INDIANAPOLIS INUS,1694.62,debit,Education,Bills & Housing,DATACAMP,True
[credit] POS DEBIT FIDELITY DIVIDEND WMT6CF,2376.9,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] COSTCO WHSE #8777 WEST LAFAYETTE IN,200.94,debit,Groceries,Food & Drink,COSTCO WHSE,True
[debit] BARNES NOBLE COLLEG*6245YZ,1039.52,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] EXXONMOBIL*C271SAMM8T,72.36,debit,Gas,Transportation,EXXONMOBIL,True
[credit] POS DEBIT VERIZON WIRELESS M6VFVQ,94.06,credit,Utilities,Bills & Housing,VERIZON WIRELESS,True
[credit] DOORDASH DRIVER PAY DES:PAYMENT ID:25B2H9D655 INDN:CARDHOLDER,698.22,credit,Income,Income,DOORDASH DRIVER PAY,True
[credit] PAYPAL INST XFER DES:PAYMENT ID:U941Y6CWRY INDN:CARDHOLDER,245.33,credit,Income,Income,PAYPAL INST XFER,True
[debit] SPEEDWAY*2CBHP3Z,13.48,debit,Gas,Transportation,SPEEDWAY,True
[debit] BARNES NOBLE COLLEG DES:ACH PMT ID:W2QYYN94MG INDN:CARDHOLDER,1147.58,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] WALMART SUPERCENTER*URF81VZT,456.64,debit,Shopping,Shopping,WALMART SUPERCENTER,True
[debit] HULU*J86LVX5M,48.05,debit,Subscriptions,Entertainment,HULU,True
[debit] MONTHLY MAINT FEE C38R,16.72,debit,Fees,Transfers & Fees,MONTHLY MAINT FEE,True
[credit] FIDELITY DIVIDEND PHOENIX AZ,4124.34,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] SQ *SAMS CLUB COLUMBUS OH,161.77,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] SAFEWAY*PP3GP3,201.17,debit,Groceries,Food & Drink,SAFEWAY,True
[debit] DATACAMP DES:DEPOSIT ID:16KWMNH4CU INDN:CARDHOLDER,301.51,debit,Education,Bills & Housing,DATACAMP,True
[debit] PURCHASE COINBASE TRANSFER DENVER COUS,440.95,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[debit] PAYPAL INST XFER #739 COLUMBUS OH,253.9,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] ENTERPRISE RENT A CAR #8901 BROOKLYN NY,698.84,debit,Travel,Transportation,ENTERPRISE RENT A CAR,True
[debit] APPLE.COM/BILL DES:DEPOSIT ID:UJKJKYRSE4 INDN:CARDHOLDER,48.39,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[credit] DOORDASH DRIVER PAY DES:BILLPAY ID:K07E4SYTPV INDN:CARDHOLDER,3727.24,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] PURCHASE ALASKA AIR ATLANTA GAUS,295.39,debit,Travel,Transportation,ALASKA AIR,True
[debit] APPLE.COM/BILL DES:BILLPAY ID:WMPBWN5BHQ INDN:CARDHOLDER,52.6,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] PURCHASE SPEEDWAY ATLANTA GAUS,19.13,debit,Gas,Transportation,SPEEDWAY,True
[debit] PURCHASE WALMART SUPERCENTER CHICAGO ILUS,9.31,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] POS DEBIT PROGRESS RESIDENTIAL 8QNXRV,2088.75,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] MONTHLY MAINT FEE 3DNM,3.78,debit,Fees,Transfers & Fees,MONTHLY MAINT FEE,True
[debit] SQ *ALASKA AIR PHOENIX AZ,902.73,debit,Travel,Transportation,ALASKA AIR,True
[debit] NYTIMES DIGITAL DES:PAYMENT ID:UVFF3QMKKZ INDN:CARDHOLDER,54.35,debit,Subscriptions,Entertainment,NYTIMES DIGITAL,True
[debit] SQ *MTA VENDING MACH SAN FRANCI CA,56.04,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] APPLE.COM/BILL DES:BILLPAY ID:V284W4VU3W INDN:CARDHOLDER,13.7,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] SAMS CLUB #3423 CHICAGO IL,397.72,debit,Shopping,Shopping,SAMS CLUB,True
[debit] EXXONMOBIL*7GP0DF,16.67,debit,Gas,Transportation,EXXONMOBIL,True
[debit] GREYSTAR PROPERTY DES:PAYMENT ID:T96GB8L38K INDN:CARDHOLDER,1820.95,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] COSTCO WHSE*FV39RH,73.12,debit,Shopping,Shopping,COSTCO WHSE,True
[debit] SQ *CURB TAXI WEST LAFAY IN,56.82,debit,Rideshare,Transportation,CURB TAXI,True
[debit] PURCHASE EXXONMOBIL WEST LAFAYETTE INUS,72.68,debit,Gas,Transportation,EXXONMOBIL,True
[debit] PURCHASE PROGRESS RESIDENTIAL WEST LAFAYETTE INUS,702.78,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] POS DEBIT DUKE ENERGY HA19S2,120.65,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[debit] EXPEDIA*VS0PXR,248.36,debit,Travel,Transportation,EXPEDIA,True
[debit] NYTIMES DIGITAL DES:DEPOSIT ID:4L9B7R32V7 INDN:CARDHOLDER,9.29,debit,Subscriptions,Entertainment,NYTIMES DIGITAL,True
[debit] VERIZON WIRELESS DES:ACH PMT ID:XZ1FSC55VF INDN:CARDHOLDER,260.69,debit,Utilities,Bills & Housing,VERIZON WIRELESS,True
[debit] STRAVA SUBSCRIPTION DES:ACH PMT ID:Q98WN8CWNN INDN:CARDHOLDER,141.59,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] HOME DEPOT PHOENIX AZ,77.14,debit,Shopping,Shopping,HOME DEPOT,True
[debit] LA FITNESS DES:DEPOSIT ID:ZMKF37JJRV INDN:CARDHOLDER,63.62,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] BOOKING.COM PHOENIX AZ,224.58,debit,Travel,Transportation,BOOKING.COM,True
[debit] REDSTONE PROPERTIES DES:DIRECT DEP ID:02RBX28QL9 INDN:CARDHOLDER,1170.05,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] ANYTIME FITNESS DES:DIRECT DEP ID:D9W8ZBDH43 INDN:CARDHOLDER,150.72,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] POS DEBIT STEAMGAMES.COM NGUNA1,92.97,debit,Entertainment,Entertainment,STEAMGAMES.COM,True
[debit] POS DEBIT TOPGOLF CR464R,88.25,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] HILTON GARDEN INN #385 SAN FRANCISCO CA,619.47,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] REGAL CINEMAS #9668 SEATTLE WA,156.89,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] PAYPAL *BOOKING.COM,926.81,debit,Travel,Transportation,BOOKING.COM,True
[debit] MARRIOTT HOTELS #7573 COLUMBUS OH,593.18,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] WALGREENS #7197 WEST LAFAYETTE IN,148.61,debit,Shopping,Shopping,WALGREENS,True
[debit] POS DEBIT GOOGLE FIBER YN4KSV,154.6,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[debit] SQ *BLUE BOTTLE #3859 CHICAGO IL,14.22,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] POS DEBIT WALGREENS SYLKJS,176.38,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] POS DEBIT LIVE NATION VCHS4A,29.41,debit,Entertainment,Entertainment,LIVE NATION,True
[credit] CITY WATER WORKS DES:ACH PMT ID:JGCC5QXCEN INDN:CARDHOLDER,149.04,credit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] WILLOW CREEK APTS DES:BILLPAY ID:V86SM7BE85 INDN:CARDHOLDER,2237.72,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] PURCHASE URGENT CARE PARTNRS SEATTLE WAUS,498.82,debit,Healthcare,Health & Wellness,URGENT CARE PARTNRS,True
[credit] POS DEBIT APPLE.COM/BILL QAC4EW,442.36,credit,Shopping,Shopping,APPLE.COM/BILL,True
[debit] MCGRAW HILL DES:PAYMENT ID:BX6PY7P6WJ INDN:CARDHOLDER,1513.5,debit,Education,Bills & Housing,MCGRAW HILL,True
[credit] IRS TREAS 310 TAX REF DES:DEPOSIT ID:9E8GXM0KUP INDN:CARDHOLDER,2179.76,credit,Income,Income,IRS TREAS 310 TAX REF,True
[credit] POS DEBIT STRIPE TRANSFER JJ5PBK,3589.32,credit,Income,Income,STRIPE TRANSFER,True
[debit] POS DEBIT WALMART SUPERCENTER L4QCY6,401.82,debit,Shopping,Shopping,WALMART SUPERCENTER,True
[debit] TOPGOLF*AH20JBKRN,159.56,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] PEETS COFFEE #6359 CHICAGO IL,19.18,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] UNIV BOOKSTORE*PDW4ZWYEJE,302.24,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[debit] POS DEBIT DAVE AND BUSTERS HQVUWW,91.02,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] MCGRAW HILL DES:DIRECT DEP ID:TQZ489S5HZ INDN:CARDHOLDER,1004.13,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] SPEEDWAY NASHVILLE TN,38.09,debit,Gas,Transportation,SPEEDWAY,True
[debit] CORTLAND MGMT DES:DEPOSIT ID:ZUBDEBQ9AG INDN:CARDHOLDER,792.13,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[credit] APPLE CASH TRANSFER DES:PAYMENT ID:UVUSRG2RDK INDN:CARDHOLDER,1748.01,credit,Income,Income,APPLE CASH TRANSFER,True
[debit] BARNES NOBLE COLLEG DES:ACH PMT ID:9JMPP6CPBZ INDN:CARDHOLDER,857.95,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] SQ *ONLINE XFER TO SAV PHOENIX AZ,169.78,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[credit] TOPGOLF DENVER CO,65.53,credit,Entertainment,Entertainment,TOPGOLF,True
[debit] MCGRAW HILL DES:DEPOSIT ID:YHC3FYQTQQ INDN:CARDHOLDER,1447.6,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] TOPGOLF*05AD0A3DX,163.61,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] WALGREENS INDIANAPOLIS IN,279.31,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] APPLE CASH TRANSFER #9530 SAN FRANCISCO CA,637.46,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] WALMART SUPERCENTER #9382 PHOENIX AZ,29.9,debit,Shopping,Shopping,WALMART SUPERCENTER,True
[credit] IRS TREAS 310 TAX REF DES:BILLPAY ID:ERF5XCAAA1 INDN:CARDHOLDER,650.54,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] POS DEBIT TARGET TD9GLC,458.07,debit,Shopping,Shopping,TARGET,True
[credit] EXPEDIA #6106 COLUMBUS OH,380.19,credit,Travel,Transportation,EXPEDIA,True
[debit] PROGRESS RESIDENTIAL DES:DIRECT DEP ID:JY9B71GJJ6 INDN:CARDHOLDER,2234.57,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] SQ *ONLINE XFER TO SAV BROOKLYN NY,580.29,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] CORTLAND MGMT*LW9TKMB80Y,686.82,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] YMCA MEMBERSHIP DES:PAYMENT ID:94WUM6AMBV INDN:CARDHOLDER,157.54,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[debit] PURCHASE PARKMOBILE ATLANTA GAUS,60.9,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] POS DEBIT SPOTHERO ZTURU8,19.0,debit,Rideshare,Transportation,SPOTHERO,True
[debit] POS DEBIT CITY PARKING AUTH 5AP93K,16.17,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] WALGREENS #1261 DENVER CO,540.17,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] MEIJER #9393 SEATTLE WA,138.32,debit,Groceries,Food & Drink,MEIJER,True
[debit] PURCHASE OLIVE GARDEN ATLANTA GAUS,80.03,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] POS DEBIT CASH APP TRANSFER PHS5GZ,751.06,debit,Transfer,Transfers & Fees,CASH APP TRANSFER,True
[debit] CURB TAXI DENVER CO,55.53,debit,Rideshare,Transportation,CURB TAXI,True
[debit] AMC ONLINE SAN FRANCISCO CA,52.58,debit,Entertainment,Entertainment,AMC ONLINE,True
[credit] ETSY PAYOUT AUSTIN TX,3917.69,credit,Income,Income,ETSY PAYOUT,True
[debit] EDX INC COLUMBUS OH,1274.6,debit,Education,Bills & Housing,EDX INC,True
[debit] LYFT RIDE*859PEBNG,50.69,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] COINBASE TRANSFER INDIANAPOLIS IN,165.35,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[debit] WIRE TRANSFER FEE F3VR,36.58,debit,Fees,Transfers & Fees,WIRE TRANSFER FEE,True
[credit] PURCHASE SPEEDWAY ATLANTA GAUS,128.28,credit,Groceries,Food & Drink,SPEEDWAY,True
[debit] SQ *DAVE AND BUSTERS DENVER CO,137.03,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] ORANGETHEORY*AFANM8Q,158.5,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[credit] POS DEBIT STRIPE TRANSFER QHJFAU,2914.6,credit,Income,Income,STRIPE TRANSFER,True
[debit] PURDUE UNIVERSITY DES:PAYMENT ID:742AAPF3H7 INDN:CARDHOLDER,1308.84,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] UNIV BOOKSTORE DES:DEPOSIT ID:76XWA5G8EA INDN:CARDHOLDER,1122.2,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[credit] POS DEBIT DIRECT DEP PAYROLL F2WGXQ,2682.13,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] HERTZ RENT A CAR #3343 PHOENIX AZ,1150.96,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] ADOBE INC WEST LAFAYETTE IN,56.26,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] POS DEBIT EXXONMOBIL B8FJJ3,41.94,debit,Gas,Transportation,EXXONMOBIL,True
[debit] POS DEBIT NIPSCO J1EAEJ,115.08,debit,Utilities,Bills & Housing,NIPSCO,True
[debit] POS DEBIT WALGREENS 7DTL31,160.99,debit,Shopping,Shopping,WALGREENS,True
[debit] POS DEBIT CASH APP TRANSFER XHQVT9,791.78,debit,Transfer,Transfers & Fees,CASH APP TRANSFER,True
[debit] TICKETMASTER DENVER CO,115.3,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] OPENAI CHATGPT SUB DES:ACH PMT ID:6HUYHN4TAJ INDN:CARDHOLDER,21.71,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] SPOTHERO*MWM2SSV,38.89,debit,Rideshare,Transportation,SPOTHERO,True
[credit] POS DEBIT DIRECT DEP PAYROLL 2JDFBR,692.0,credit,Income,Income,DIRECT DEP PAYROLL,True
[credit] DIRECT DEP PAYROLL*Z7CG6UE0,761.78,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] MCGRAW HILL*CVHLLT,403.79,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] OPENAI CHATGPT SUB DES:BILLPAY ID:134C5G14FT INDN:CARDHOLDER,38.85,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] REGAL CINEMAS*XF6ASJDU6P,13.11,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] PURCHASE EDX INC SAN FRANCISCO CAUS,378.35,debit,Education,Bills & Housing,EDX INC,True
[debit] POS DEBIT VERIZON WIRELESS C7L77L,198.11,debit,Utilities,Bills & Housing,VERIZON WIRELESS,True
[debit] PELOTON MEMBERSHIP*2RAW16ZWDN,88.97,debit,Fitness,Health & Wellness,PELOTON MEMBERSHIP,True
[debit] REDSTONE PROPERTIES DES:ACH PMT ID:TBXWT0RJFM INDN:CARDHOLDER,1050.78,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] ENTERPRISE RENT A CAR*0XP7EZY6RH,800.1,debit,Travel,Transportation,ENTERPRISE RENT A CAR,True
[debit] SQ *REGAL CINEMAS DENVER CO,155.64,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] PURCHASE CHIPOTLE SAN FRANCISCO CAUS,24.2,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] POS DEBIT SPEEDWAY 2TDHNK,22.11,debit,Gas,Transportation,SPEEDWAY,True
[debit] POS DEBIT EDX INC U6MKNN,1327.42,debit,Education,Bills & Housing,EDX INC,True
[debit] COINBASE TRANSFER BROOKLYN NY,324.92,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[debit] EDX INC*YJU15MF,968.64,debit,Education,Bills & Housing,EDX INC,True
[debit] POS DEBIT LA FITNESS 8KS3NY,94.95,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] POS DEBIT SAMS CLUB EV1692,119.43,debit,Groceries,Food & Drink,SAMS CLUB,True
[credit] ETSY PAYOUT CHICAGO IL,3989.55,credit,Income,Income,ETSY PAYOUT,True
[debit] POS DEBIT TOPGOLF 6L0GU6,80.39,debit,Entertainment,Entertainment,TOPGOLF,True
[credit] LA FITNESS SEATTLE WA,121.09,credit,Fitness,Health & Wellness,LA FITNESS,True
[debit] AT&T MOBILITY DES:ACH PMT ID:XRETNTTE0F INDN:CARDHOLDER,134.58,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] POS DEBIT DOORDASH GRQSMV,70.12,debit,Dining,Food & Drink,DOORDASH,True
